state,year,income_mean,income_median
Johor,2007,0.1511145012289177,0.1673230441724321
Johor,2009,0.1831511145012289,0.1920170303352847
Johor,2012,0.2529027883718959,0.2656732304417243
Johor,2014,0.38418510043224,0.430335284725918
Johor,2016,0.4452919738960929,0.4787653006918573
Johor,2019,0.5372489193999491,0.5612559872272486
Johor,2020,0.4737689634714806,0.4828100053219797
Johor,2022,0.5799644037630307,0.6093666844065992
Kedah,2007,0.0622086617509958,0.0640766365087812
Kedah,2009,0.0841596745486905,0.086428951569984
Kedah,2012,0.1484024069836426,0.1574241617881852
Kedah,2014,0.2376472582422239,0.2444917509313464
Kedah,2016,0.2794304602084922,0.2828100053219797
Kedah,2019,0.3261293329943215,0.3375199574241618
Kedah,2020,0.2823120603440969,0.2847259180415114
Kedah,2022,0.3285024154589372,0.3457158062799361
Kelantan,2007,0.039749131282312,0.0378924960085151
Kelantan,2009,0.0730570387320959,0.0594997339010111
Kelantan,2012,0.1266209000762776,0.1194252261841405
Kelantan,2014,0.1729807610814475,0.1662586482171367
Kelantan,2016,0.2152724807187049,0.2048962213943587
Kelantan,2019,0.2712094245275023,0.2564129856306546
Kelantan,2020,0.2319688109161793,0.1975518893028206
Kelantan,2022,0.2721417069243156,0.261841405002661
Melaka,2007,0.1480633952029833,0.1663650878126663
Melaka,2009,0.2127298923637596,0.1970196913251729
Melaka,2012,0.2614628358335452,0.2947312400212879
Melaka,2014,0.3705398762607,0.4124534326769558
Melaka,2016,0.4385964912280701,0.471953166577967
Melaka,2019,0.5141961183151115,0.5215540180947312
Melaka,2020,0.4671582337486227,0.4569451836083023
Melaka,2022,0.5409780489872023,0.538158594997339
Negeri Sembilan,2007,0.1408593948639715,0.1492283129324108
Negeri Sembilan,2009,0.1581489956775998,0.1657264502394891
Negeri Sembilan,2012,0.2459530468683786,0.2576902607770091
Negeri Sembilan,2014,0.3048563437579455,0.316551357104843
Negeri Sembilan,2016,0.3570641579794897,0.3645556146886642
Negeri Sembilan,2019,0.4265615730146622,0.4098988823842469
Negeri Sembilan,2020,0.3822357826934486,0.3538052155401809
Negeri Sembilan,2022,0.4334265615730147,0.4334220329962746
Pahang,2007,0.1119586405627595,0.1150612027674294
Pahang,2009,0.1360284769895753,0.1410324640766365
Pahang,2012,0.1755233494363929,0.2036189462480042
Pahang,2014,0.2262056106449699,0.2378924960085151
Pahang,2016,0.2829053309602509,0.300691857370942
Pahang,2019,0.338418510043224,0.3497605109100585
Pahang,2020,0.2940927197220103,0.306439595529537
Pahang,2022,0.3477413340113569,0.3830761043108036
Perak,2007,0.0738198152385795,0.0799361362426822
Perak,2009,0.0961945927620984,0.1000532197977647
Perak,2012,0.1588270192389185,0.1608302288451304
Perak,2014,0.2198491397576066,0.2444917509313464
Perak,2016,0.2873972370539876,0.3035657264502395
Perak,2019,0.3365539452495974,0.3319850984566259
Perak,2020,0.2887532841766251,0.2772751463544438
Perak,2022,0.3479108399016866,0.3555082490686535
Perlis,2007,0.0734808034579201,0.0630122405534859
Perlis,2009,0.0799220272904483,0.072166045769026
Perlis,2012,0.1579794897872701,0.1312400212879191
Perlis,2014,0.234850411051784,0.2497072911122937
Perlis,2016,0.281718789727943,0.3246407663650878
Perlis,2019,0.3222306975167387,0.3661522086216072
Perlis,2020,0.2794304602084922,0.3075039914848324
Perlis,2022,0.3381642512077294,0.3788185204896221
Pulau Pinang,2007,0.1974743622340876,0.1860564129856306
Pulau Pinang,2009,0.2316297991355199,0.2177754124534326
Pulau Pinang,2012,0.2865497076023391,0.3070782331027142
Pulau Pinang,2014,0.3660479701669633,0.3776476849387972
Pulau Pinang,2016,0.4319857615052123,0.4529004789781798
Pulau Pinang,2019,0.5169929655055513,0.533794571580628
Pulau Pinang,2020,0.438681244173235,0.4598190526875997
Pulau Pinang,2022,0.5587761674718197,0.5692389568919638
Sabah,2007,0.0985676752267141,0.0037253858435337
